45091,محمد روشن,MOHAMMED RAWSHAN
45092,ساتره,SATRA
45093,ويهاد,WIHAD
45094,شبيره,SHABEERA
45095,كلاره,KLARAH
45096,عايزه,AYZA
45097,اثبر,ATHBAR
45098,عبد لصمد,ABDULSAMAD
45099,بسهى,BESEHI
45100,رجيجة,RJEJA
45101,عبلع,ABLEA
45102,كولياك,COLYAK
45103,جيلى,JEELEE
45104,سجيته,SAJETA
45105,اتخاب,ATKHAB
45106,غصن الزيتون,GHUSN ALZYTOON
45107,اسونه,ASWNA
45108,ناشتي,NASHTY
45109,وراينه,WRINA
45110,سيويملي,SIWYMLE
45111,ذكاءفاطيم,DHAKAA FUTAIM
45112,عبداامير,ABDULAMEER
45113,لطيفةذ,LATEEFAH
45114,مانوش,MANOSH
45115,عبدا المنعم,ABDULMUNEM
45116,نتظر,NTADHER
45117,فازغ,FAZGH
45118,علي عمه,ALI AMA
45119,كالظمية,KADHIMIYAH
45120,فؤ,FOU
45121,ادافه,ADAFAH
45122,احمد الحكيم,AHMED AL HAKEEM
45123,حنييه,HNIAH
45124,زه نوير,ZAH NAWIR
45125,رباء,RUBA
45126,لاوكو,LAWKO
45127,اقحوانه,IQHWAN
45128,اشبع,ASHBAA
45129,ربيجه,RABEEJA
45130,المعتصم باالله,ALMUTASEMBELLAH
45131,فاشر,FASHIR
45132,بيسى,BYSI
45133,كوئر,KAWTHER
45134,فرجينيا,VIRGINIA
45135,كسبه,KASBAH
45136,عغته,EIFTH
45137,يسسشكرية,SHUKRIYAH
45138,عيدالزهره,ABDULZAHRA
45139,سميراميس,SAMEERAMAYS
45140,زفان,ZAFFAN
45141,منجولي,MANJULY
45142,دوزكن,DUZKEN
45143,نعيمة هليل,NAEEMAH HLAIL
45144,فلوش,FLUOSH
45145,محمد علي احمد,MOHAMMED ALI AHMED
45146,فرائد جنان,FARAED JINAN
33403,صيحه,SEHAH
33404,تميرة,TAMERAH
33405,شتيله,SHTELAH
33406,ارهون,ARHOON
33407,خجل,KHAJEL
33408,لية,LAIAH
33409,افروديت,IFRODET
33410,وسا,WSA
33411,شرجية,SHARJIYA
33412,ارملي,ARMALY
33413,عيداني,IEDANI
33414,جخته,JEKHTAH
33415,نغير,NGHAYYIR
33416,بريهيم,BREHEM
33417,حنتاف,HENTAF
33418,مليوح,MELEOH
33419,شنيص,SHNEIS
33420,محديد,MEHDED
33421,كحلاوي,KAHLAWY
33422,طهار,TAHAR
33423,كريوز,KAREOZ
33424,جمرود,JAMROOD
33425,للازم,LLAZEM
33426,جعاره,CHAARA
33427,دخيمه,DAKHEMAH
33428,خيمه,KHEMAH
33429,مخيص,MKHEES
33430,حطحور,HATHOR
33431,فريحين,FREHEN
33432,مجيته,MAJETAH
33433,قضوب,QATHOOB
33434,كراض,KARADH
33435,جيفه,JEFAH
33436,هسهاس,HESHAS
33437,صريط,SRET
33438,شغيم,SHGHEM
33439,حجي عبد,HAJI ABED
33440,عبد غربي,ABED GHARBI
33441,ابو راس,ABO RAS
33442,املاوح,IMLAWEH
33443,عناجد,ANAJED
33444,ماشر,MASHER
33445,طوسن,TOSEN
33446,حضرو,HATHRO
33447,ناسور,NASOR
33448,دغين,DAGHEN
33449,حفيلج,HFELEJ
33450,العجاج,AL AJAJ
33451,سذحه,STHHAH
33452,الدبيب,ALDABEB
33453,طنيس,TANES
33454,قبلو,QABLO
33455,ميجل,MEJEL
33456,كركوكي,KRKOKY
33457,شنيبه,SHNEBAH
33458,مشموش,MESHMOSH
33459,الشحاذ,ALSHAHDH
33460,لجه,LAJAH
33461,مهذور,MAHTHOOR
33462,مرويح,MERWEH
33463,مهيس,MUHIS
33464,ريبد,REPED
33465,انهية,ANHIYA
33466,شبريه,SHBRYAH
33467,صافي ناز,SAFI NAZ
33468,رجح,RAJEH
33469,اليفان,ALEFAN
33470,جسامة,JASSAMA
33471,محانه,MAHANAH
33472,محمد نور الدين,MOHAMMED NOOR ALDAIN
33473,روداو,RUDAW
33474,سيفانه,SIVANA
33475,بطيه,BATIYAH
33476,بحراء,BAHRAA
33477,ميهاد,MEHAD
33478,كولة,GULA
33479,محمدحس,MOHAMMED HIS
33480,خد يجه,KHADEEJA
33481,صويحه,SWAYHA
33482,كطميره,KTMERAH
33483,زراري,ZARARI
33484,سوبر,SUPER
33485,أمتحان,IMTIHAN
33486,عفريه,AFRYAH
33487,عبدادريس,ABED IDREES
33488,مردانة,MORDANAH
33489,رسمة,RASMAH
33490,رسيمة,RASMIYA
33491,وصيفة,WASEEFAH
33492,حيزة,HIZAH
33493,ايفاء,IEFAA
33494,فالنتين,FALENTIN
33495,موجة,MOJAH
33496,بنجوين,BNJOEN
33497,صوله,SIWLA
33498,جعميله,JAMELAH
33499,دحروجه,DAHROJAH
33500,ازعيلة,IZAELAH
33501,ده نيز,DENEZ
33502,موحانه,MOHANAH
33503,هه رمى,HAREMY
33504,كصه,KSA
33505,عبد البر,ABED ALBER
33506,جنماد,JNMAD
33507,رسنه,RASNA
33508,خاشوكة,KHASHOOGA
33509,كيبان,KEBAN
33510,فروحة,FAROHA
33511,مشبح,MASHBAH
33512,فخاري,FKHARY
33513,نصرى,NASRI
33514,فاقت,FAQT
33515,عانود,ANOOD
33516,زرية,ZARIYA
33517,ذرار,THRAR
33518,نضوله,NADHOOLAH
33519,عفدوله,AFDOOLAH
33520,زهيرن,ZHEREN
33521,لوجة,LOJAH
33522,اذكار,ADHKAR
33523,اصابه,ISABAH
33524,ام راضي,OM RADHI
33525,شديدة,SHDAIDAH
33526,كهرباء,KAHRABAA
33527,انجبار,INJAR
33528,عردة,ARDAH
33529,رؤاد,RAWAD
33530,مايور,MAEOR
33531,موجف,MOJEF
33532,به نا,PANA
33533,جخدو,JAGHDO
33534,ابوسفيان,ABOSUFYAN
33535,قوزيه,QOZYAH
33536,كرينه,KRENAH
33537,هايدي,HAEDI
33538,ارشان,ARSHAN
33539,زينبه,ZAENABA
33540,نه وروز,NAWROZ
33541,احبيسه,IHBESAH
33542,ادينة,ADEENA
33543,فرندي,FRANDY
33544,حويسه,HWESAH
33545,جعيده,JAEDAH
33546,كرارا,KARARA
33547,جره,JARRA
33548,قدسي,QADSI
33549,كمشة,KAMSHA
33550,مالكة,MALEKA
33551,جمعهذ,JUMAAHTH
33552,كويغد,QWEGHED
33553,رنكينة,RANKENAH
33554,زغيرونه,ZGHAERONAH
33555,حسين اكرم,HUSSEIN AKRAM
33556,قطره,QATRA
33557,اعديلة,IADAELAH
33558,مشمة,MESHMAH
33559,سانية,SANIA
33560,حدث,HADATH
33561,نوحه,NOHA
33562,توزيع,TAWZEA
33563,سفوه,SFOIH
33564,ارديسه,IRDESAH
33565,بتر,BTER
33566,حضرة,HADHRAH
33567,سليمها,SALEMHA
33568,حضرية,HADHRIYYA
33569,كول سران,GOL SARAN
33570,التحاق,ILTEHAQ
33571,سعيدذ,SAEEDTH
33572,اونيك,ONECK
33573,عاون,AAWEN
33574,غيره,GHERAH
33575,عزراء,AZRA
33576,رويسه,RWESAH
33577,عبدالهرة,ABED ALHERRH
33578,سليج,SLAEJ
33579,صويه,SOEAH
33580,هجرة,HAGRAH
33581,تقرير,TAQRER
33582,رزاق ذ,RAZZAQ 
33583,باسم ة,BASIM
33584,حلمة,HELMA
33585,نغماشة,NAGHMASHA
33586,ره فتار,RAFTAR
33587,كولبهار,KGWLBAHAR
33588,فندة,FANDA
33589,حنوشه,HANNOOSHA
33590,اكلنتين,IKLINTIN
33591,بسكان,BSKAN
33592,مريام,MERIAM
33593,كيد,KID
33594,اقهير,IQHAER
33595,سجعه,SAJAA
33596,ضبياء,DABYA
33597,قذافي,QADHAFI
33598,خه ج,KHEJ
33599,كلفان,KALVAN
33600,ليس,LES
33601,هشميه,HASHMEAH
33602,هانيه,HANIH
33603,سيد صدام,SAYYID SADDAM
33604,قتاسم,QTASEM
33605,عبالحكيم,ABAL HAKEEM
33606,نجيب الله,NAJEEB
33607,نهيضه,NAHEDHAH
33608,نويله,NWELAH
33609,اعتزام الخطيب, ITZAMAL KHATEEB 
33610,كل عذار,GUL ODHAR
33611,باسارييلا,BASAREELA
33612,محمد  نور,MOHAMMED NOOR
33613,زرام,ZARAM
33614,غثوه,GHATHWA
33615,آنور,ANWER
33616,راخيل,RAKHEL
33617,هناني,HANANY
33618,عهده,AHEDAH
33619,علاؤ,ALAW
33620,قدسال,QADSAL
33621,مها باد,MAHA BAD
33622,نم,NM
33623,فاءق,FAEQ
33624,خبه,KBA
33625,نفوف,NFOOF
33626,ظلماوي,DHALMAWEY
33627,نمور,NAMOER
33628,خلود ه,KHULOODA
33629,شيخ ميس,SHEIKH MAYS
33630,حزبية,HIZBIYA
33631,انه,ANAH
33632,يروانت,YERAWENT
33633,غاضر,GHADHER
33634,يسعد,YASAAD
33635,شانكول,SHANKOOL
33636,سامار,SAMAR
33637,تباصر,TBASER
33638,مركة,MARKAH
33639,نقيل,NAQEEL
33640,اليانور,ELYANOOR
33641,عزيزذ,AZEEZTH
33642,فارانت,FARANT
33643,فنيخه,FNEKHAH
33644,سرميه,SARMEAH
33645,ابريزه,ABREEZA
33646,تول ائي,TOLAE
33647,بدري الدين,BADREY ALDAIN
33648,ناضله,NADHELAH
33649,لمياه,LAMYAH
33650,حلوهن,HLOHEN
33651,علمين,ALMEN
33652,مؤيم,MOAEM
33653,لانة,LANA
33654,كوتية,KOTEAH
33655,غامن,GHAMEN
37375,سافل,SAFIL
37376,خويلي,KHWELI
37377,علي نوري,ALI NOORI
37378,عريوي,AREEWI
37379,مجادر,MJADER
37380,شارمي,SHARMY
37381,نبي بخش,NABEE BAKHSH
37382,اجويلي,IJOWELI
37383,ثبوت,THBOOT
37384,دويبي,DWEBY
37385,الشمر,ALSHAMAR
37386,اوره,AWRA
37387,طرية,TAREEA
37388,النعيم,AL NUAIM
37389,شتواخ,SHTWAKH
37390,الصيهود,AL SAYHOOD
37391,ابوجولة,ABO GAWLAH
37392,ابوالعود,ABO ALAWD
37393,مصاره,MUSSARA
37394,روبان,RUBAN
37395,موهج,MWHAJ
37396,عبد الفجير,ABDULFAJEER
37397,مريضان,MAREDHAN
37398,هاذور,HATHOUR
37399,ادوازه,IDWAZA
37400,نكزي,NKZEE
37401,مصضطفى,MUSTAFA
37402,خشالة,KHSHALA
37403,دنايان,DINAEIN
37404,هطين,HETEN
37405,بعج,BAEJ
37406,عليشي,ALISHI
37407,كنحو,KANHO
37408,المياح,AL MAYYAH
37409,المرشدي,AL MURSHEDI
37410,امريبط,IMREBUT
37411,خرما,KHARMA
37412,شلتغ,SHLTGH
37413,ختلاوي,KHTLLAWI
37414,التايه,ALTAYH
37415,دبح,DABH
37416,البيت,ALBEAT
37417,عجوش,AJWSH
37418,حنيمش,HNEMSH
37419,الدكي,AL DAKKEE
37420,الصبحي,ALSUBHI
37421,الزيج,ALZEJ
37422,كشموره,KASHMURAH
37423,العكاب,AL HGAB
37424,ملاحمد,MULA HAMAD
37425,ختيمي,KHTEMI
37426,خوديده,KHUDIDAH
37427,شحار,SHAHAR
37428,فاد,FAD
37429,اسلا,ISLA
37430,موادي,MUADI
37431,رزيع,RZAIA
37432,ديد,BEED
37433,جمودي,JAMMOODI
37434,البكري,AL BAKRI
37435,سطيف,SATIF
37436,وصو,WASO
37437,اشناو,ISHNAW
37438,نشنوش,NASHNOWSH
37439,مومو,MUMU
37440,جحيوي,JHEWI
37441,مغنب,MGHNEB
37442,مويزر,MOYZAR
37443,الكيطان,ALGETAN
37444,حصية,HUSIA
37445,واداي,WADAI
37446,خمش,KHAMASH
37447,الزينو,ALZENO
37448,عرا,IRAQ
37449,مفاول,MFAUL
37450,قرمه,QARMA
37451,مدلو ل,MADLOOL
37452,يونسض,YOUNUSDH
37453,دموك,DAMUK
37454,كرناوي,KRNAUY
37455,سفيف,SAFEF
37456,الهيمت,ALHAIMAT
37457,تايش,TAISH
37458,حجسن,HASAN
37459,غنفر,GHANFAR
37460,صنقور,SANQUR
37461,ادغم,ADGHAM
37462,مرجس,MARJIS
37463,كنجاغة,KNJAGHA
37464,شنهان,SHANHAN
37465,قلة,QULEH
37466,خمفوس,KHAMFOOS
37467,هديري,HDERY
37468,عسيو,ASYO
37469,ابو حمزه,ABU HAMZAH
37470,خامراد,MURAD
37471,كفون,KAFOUN
37472,شرذي,SHARTHEY
37473,خبلي,KHBLI
37474,عوسمان,AOUSMAN
37475,برقوث,BARQOOTH
37476,جحاله,JHALA
37477,شسل,SHASL
37478,طنبان,TENBAN
37479,كسوف,KUSOOF
37480,طومان,TOMAN
37481,الوريد,ALWARID
37482,علي العواد,ALI ALAAWAD
37483,سطل,SATL
37484,ادخيخ,IDKHAEKH
37485,زبيلة,ZABILAH
37486,عبص,ABSS
37487,الشنكالي,ALSHNGALI
37488,شاماخ,SHAMAKH
37489,الحنو,ALHANO
37490,شثير,SHSHEER
37491,معيلم,MUAELEM
37492,ابو عرجه,ABO ARJA
37493,اهذاله,IHTHALA
37494,جيخار,JIKHAR
37495,المطلق,ALMUTLAQ
37496,تياري,TAIARY
37497,ادفير,ADFER
37498,شنكار,SHINKAR
37499,حجي احمو,HAJI AHMO
37500,بريام,BRYAM
37501,عبدوكه,ABDUKA
37502,مثيو,MTHYO
37503,شوعيب,SHUAIB
37504,الطوف,ALTOF
37505,قرقوش,QARAQOSH
37506,كسوم,GASUM
37507,كاك عمر,KAK UMER
37508,بابيرا,BABYRA
37509,اهاس,IHAS
37510,زوم,ZOM
37511,شافب,SHAFIB
37512,كد,KAD
37513,صفطاف,SUFTAF
37514,اوزمان,IUZMAN
37515,نفسيكة,NAFSIKA
37516,دربون,DARBWN
37517,خارك,KHARK
37518,الخدر,ALKHEDER
37519,كندول,KANDUL
37520,صاكول,SAKUL
37521,حندا,HINDA
37522,دومر,DOMER
37523,يلدكو,YALDKO
37524,نسان,NASAN
37525,مازو,MAZO
37526,ال حبيب,AL HABEEB
37527,شملين,SHMLEN
37528,سناني,SINANI
37529,جلمان,JLMAN
37530,حسل,HSAL
37531,ديوري,DEWRY
37532,اكيطن,IKETEN
37533,انكاري,INKARY
37534,سنبه,SNBAH
37535,سبعين,SABAIN
37536,دعنوش,DANOSH
37537,انهيمد,ANHEMID
37538,ظبع,DHABUA
37539,حليمص,HALEEMUS
37540,حمقل,HMQAL
37541,مفلول,MAFLOOL
37542,اديام,ADYAM
37543,كوعد,KUAD
37544,طريجي,TREEJI
37545,اهويان,IHUAYAN
37546,مغلي,MGHLY
37547,المسير,ALMSEER
37548,دنبر,DANBR
37549,جعيبس,JAEBES
37550,بياخ,BAYAKH
37551,حادو,HADO
37552,احمد فتاح,AHMED FATTAH
37553,لايض,LAIDH
37554,الاحميد,ALAHEMED
37555,بجان,BACHAN
37556,عوفل,AWFAL
37557,سماهي,SAMAHI
37558,جلحوط,GALHUT
37559,علي الصالح,ALI ALSALIH
37560,جحاذه,JHATHEH
37561,برغو,BARGHO
37562,جبيه,JBYA
37563,ظيف اللة,DHAIFALLAH
37564,ابو حلو,ABO HELLO
37565,فخور,FAKHOOR
37566,باريش,PARISH
37567,معلوط,MALUT
37568,جرداق,GRDAQ
37569,عبدالوردي,ABDULWARDI
37570,مفنش,MFANISH
37571,رديمي,RDEMEE
37572,ابواحمد,ABO AHMED
37573,الكرعاوي,AL KARAAWI
37574,ارباش,ARBASH
37575,يريح,YAREH
37576,شطار,SHUTTAR
37577,الزايد,ALZAYED
37578,الاصبع,ALASBEA
37579,كشخيل,KASHKHEL
37580,مهميد,MHMED
37581,شدين,SHADIN
37582,نسيل,NASEEL
37583,اشغيني,ASHGHENY
37584,خسبان,KHASBAN
37585,حفادي,HAFADI
37586,خنجير,KHANJEER
37587,يوحن,YUHEN
37588,سوجي,SUJY
37589,الخلاوي,AL KHALLAWI
37590,كنجا,KNJA
37591,المربط,AL MRABBAT
37592,واكد,WAKID
37593,اوني,AONY
37594,عليكي,ALIKI
37595,منواخ,MENWAKH
37596,كحيض,KAHEDH
37597,لحيش,LAHESH
37598,الحميظان,ALHAMIDHAN
37599,طمعو,TAMO
37600,الصلاوي,ALSSLAWI
37601,امويريد,IMUERID
37602,براث,BURATH
37603,غطبان,GHATBAN
37604,السفاح,AL SAFFAH
37605,ضاع,DHAA
37606,صاند,SANED
37607,اخورزنه,AKHORZANA
37608,عبدالعكال,ABDULEKAL
37609,سرغول,SARGHOUL
37610,ابرج,ABRAJ
37611,شلاغه,SHLAGHA
37612,رهون,RHOUN
37613,سناو,SNAW
37614,دمس,DAMES
37615,خضرم,KHDHRAM
37616,الرجبو,ALREJABO
37617,كليكن,KALEKN
37618,هدين,HDIN
37619,قزه,QAZA
37620,كاصوس,KASSWD
37621,احجيجو,AHJEJO
37622,ثابتي,THABIT
37623,مندوش,MANDOSH
37624,اصلون,ASLON
37625,شليك,SHALIK
37626,شعيتر,SHAETIR
37627,الباجي,AL BAJEE
37628,عبدفرج,ABD FARAJ
37629,باوكي,BAWKI
41679,عيار,AEEAR
41680,خاجه,KHAJA
41681,مناء,MNAA
41682,طويج,TWEEJ
41683,جردي,JARDI
41684,مشي,MASHI
41685,حليب,HALEEB
41686,رهل,RAHL
41687,كاظ,KADH
41688,غتران,GHTRAN
41689,لكطه,LKTA
41690,يلدو,YLDW
41691,كليخ,KLEEKH
41692,ضريع,DHREEA
41693,كويدر,KOEDAR
41694,شبطه,SHABTA
41695,مشعال,MSHAAL
41696,اليا,ELIA
41697,معيكيط,MAAEKET
41698,كوخ,KOOKH
41699,ارميلي,ARMEALI
41700,صويخي,SOWEKHI
41701,بلنك,BLNK
41702,رضيمان,RDHEMAN
41703,عش,ASH
41704,سيمر,SAMEER
41705,مسجت,MSJAT
41706,علج,ALAJ
41707,حميل,JAMEEL
41708,عودل,AWODAL
41709,بويش,BWEESH
41710,بيركا,BERKA
41711,شابه,SHABA
41712,خمامه,KHMAMA
41713,كليو,KALEEO
41714,شاهوار,SHAHOOAR
41715,هلوم,HALOOM
41716,برقش,BARQISH
41717,علوص,ALLWAS
41718,خريط,KHREET
41719,زعيور,ZAEEOOR
41720,طلاوي,TALAWI
41721,رجعان,RAJAN
41722,وشام,WASHAM
41723,عليي,ALI
41724,همانه,HMANA
41725,عكوني,AKOONI
41726,شغيب,SHGHEEB
41727,سيال,SEEAL
41728,نهروز,NAHEROOZ
41729,ضهاب,DHHAB
41730,رضه,RADHA
41731,زغوري,ZAGHORI
41732,ادريعي,ADRAAD
41733,كولسن,KWLSAN
41734,كطوش,KATOOSH
41735,ترثوع,TATHIIA
41736,اجيرع,AJREEA
41737,شنر,SHANER
41738,هريد,HREED
41739,كريوش,KAREEWSH
41740,بطران,BATRAN
41741,ضمين,DHMEN
41742,امناحي,AMNAHI
41743,نيجرفان,NEJARVAN
41744,فراح,FARAH
41745,ميرد,MERAD
41746,هصلاوي,HASLAWEE
41747,جعيلو,JAAELOO
41748,الهيد,ALHEED
41749,كحيش,KHAEESH
41750,معيجب,MAAJEB
41751,شناك,SHNAK
41752,عيبد,OBAED
41753,لويذ,LOAYI
41754,تحمد,AHMED
41755,ولع,WLAA
41756,حسيبن,HUSSEIN
41757,غيار,GHEEAR
41758,شمالي,SHAMALI
41759,بالش,BALISH
41760,عفدي,AFDI
41761,نافخوش,NAFKHOOSH
41762,شريمط,SHARMEET
41763,كالو,CALOO
41764,كرموش,KARMOOSH
41765,مشوط,MASHOOT
41766,عفدو,AFDOO
41767,مادو,MADOO
41768,مالو,MALOO
41769,مدهر,MADHER
41770,رويضي,RWEEDHI
41771,مارزينا,MARZINA
41772,رهيج,RHAIJ
41773,شرميط,SHARMOOT
41774,طلك,TALAK
41775,عريمط,AREMMT
41776,سريسح,SARSEEH
41777,مرار,MRAR
41778,شتيت,SHTAT
41779,اوسف,AWSIF
41780,نكه,NAKA
41781,يسي,YASEE
41782,زكو,ZAKO
61194,حوجه,HAWAJA
61195,ردحان,RADHAN
61196,حلاويه,HALAWEH
61197,عنث,EUNTH
61198,ردنه,RADNA
61199,اوطيفه,OTIFA
61200,حركه,HARAKUH
61201,جبينه,JABINUH
61202,صي رضا,SAI REDA
61203,هسرت,HSRET
61204,كهار,KAHAR
61205,حوية,HAWIYAH
61206,رضوي,RADAWI
61207,شجريه,SHAJARAYH
61208,ثابش,THABISH
61209,ساهيه,SAHIH
61210,جدعه,JADAEUH
61211,يغازاد,EGAZAD
61212,هنيوش,HANYOUSH
61213,محمدالطيف,MOHAMMAD AL LATIF
61215,بتيه,BTEYA
61194,سفسره,SAFSARA
61195,خان ملا,KHAN MULLA
61196,قصاد,QISAD
61197,نبي موسى,NABEE MOUSA
61198,ابشيره,ABSHIRAH
61199,جبهن,JABHUN
61200,سوعه,SUHA
61201,حدالزين,HADALZAIN
61202,نظمه,NAZAMA
61203,لاىذ,LIAADH
61204,كرمود,KARMOD
61205,محيو,MHEW
61206,عجللان,AJLAN
61207,جويش,JAWISH
61208,شتيار,SHTYAR
61209,شذرة,SHADHRA
61210,ثنوى,THUNWAA
61211,امحقه,AIMHAQAH
61212,مهاوشي,MAHAWSHI
61213,وضيح,WDHEH
61214,كوركيسي,KURKISI
61239,محمد سالار,MOHAMMAD SALAR
61240,شارق,SHARQ
61241,كزهر,KAZAHAR
61242,شخبط,SHAKHBAT
61243,كلهامه,KILHAMH
61244,اسبيل,AISBIL
61245,اجبيره,AJABIRIH
61246,هيه,HIH
61247,نيلي,NILI
61248,كرزي,KARAZI
61249,ابوذر,ABUDHAR
61250,طلوبه,TULUBUH
61251,زويته,ZAWYATUH
61252,بعيره,BAEIRUH
61253,قرمديه,QARMADIH
61254,غياضي,GHAYADI
61255,معلوك,MALOUK
34233,ملك اندريوس,MULK ANDREWOS
34234,امخرب,AMKHARAB
34235,احنيت,AHNEET
34236,خطاس,KHATAAS
34237,لطبيف,LATBEF
34238,دكار,DAKAR
34239,لفته علي,LAFTAH ALI
34240,صريبل,SUREBIEL
34241,مجيبد,MJEEBED
34242,اعضوي,AADHAWEE
34243,داج,DAJ
34244,سيمن,SEMAN
34245,الشارع,ALSHARI
34246,جدعن,JAD AAN
34247,عاسف,AASEF
34248,صالح ى,SALEH A
34249,رم,RM
34250,دهناوي,DAHNAWE
34251,سرقي,SARQI
34252,زيدانخلف,ZYDAN KHALAF
34253,يغيا,YAGHYA
34254,مرزا مراد,MURZA MURAD
34255,جامول,JAMOOL
34256,يو خنا,YOKHANNA
34257,كرداس,KURDAS
34258,حيكان,HEKAN
34259,احنيظل,AHNEDHEL
34260,شغنيب,SHAGHNEEB
34261,جارى,JARA
34262,ابو لويخ,ABO LAWEKH
34263,مهدود,MAHDOOD
34264,باجون,BAJOON
34265,نداو,NADAOO
34266,سي موسى,SIMUOSA
34267,حسونم,HASSONAM
34268,زعياط,ZAEATT
34269,اعتاد,AATAD
34270,دلؤد,LUAY
34271,كركود,KARKUOD
34272,اجعين,AGAEEN
34273,غنتاو,GHNTAWO
34274,يسائل,YASAEEL
34275,عذ,ATH
34276,فخيمر,FAKHMER
34277,احمد رفيق,AHMED RAFEEQ
34278,بلياص,BULEEAS
34279,بورك,BOORAG
34280,جوادكاظم,JWAD KADHIM
34281,جريموط,GREMOT
34282,عبد فرحان,ABD FARHAN
34283,النجرس,AL NAGRIS
34284,ابو نيله,ABO NELAH
34285,ابو زهيره,ABO ZUHAERA
34286,غبدالعزيز,GHAD ALAZEZ
34287,كنيخر,KNEKHER
34288,غثوث,GHTHUOTH
34289,ناوس,NAWES
34290,مكصوصي,MAKSOSI
34291,ضوعن,DHAWEEN
34292,اكطيمه,AKTEMA
34293,اشخين,ASHKHHEN
34294,شط,SHAT
34295,سريف,SAREEF
34296,سحام,SUHAM
34297,المصيخ,ALMASEEKH
34298,اميشي,AMESHE
34299,عملة,OMLA
34300,كوال,KAWAL
34301,الفرهود,ALFARHOOD
34302,عبد لاحد,ABDLAHD
34303,هجيرس,HAJREES
34304,صهيهود,SHEHOOD
34305,نصورى,NASOORY
34306,دحان,DAHAN
34307,بويتر,BOETER
34308,بلباو,BLBAO
34309,خشوكي,KHASHOOKI
34310,دوارة,DAWARA
34311,امشحول,AMSHHOOL
34312,عباسو,ABASSO
34313,تايز,TAEEZ
34314,فهج,FAHAJ
34315,يعقرب,YAQOOB
34316,عبدالرواق,ABD ALRAWAQ
34317,هزراع,HIZRAA
34318,اهريبد,AHREEBD
34319,مسور,MASOOR
34320,بيرد,BERD
34321,طرس,TARS
34322,سوادني,SAWADNE
34323,ملطف,MULTAF
34324,هاكم,HAKIM
34325,هلوج,HLOOJ
34326,اهبيس,AHBEES
34327,مجيدعلي,MAJEED ALI
34328,لاسي,LASE
34329,شيهام,SHEHAM
34330,اجفين,AJFEEN
34331,مهوهي,MAHWOHI
34332,شيث,SHET
34333,اعشيش,ASHESH
34334,اطهيوش,ATHEWOSH
34335,خنصير,KHNSER
34336,يستان,YASTAN
34337,ادكيد,ADKEK
34338,عفاه,AFFAH
34339,ذلي,THLE
34340,خريفش,KHREFISH
34341,قراقوس,QARAKOUS
34342,عبدالحمبد,ABD ALHAMBAD
34343,حمادجي,HAMADGE
34344,خيرزان,KHEZARAN
34345,لبيخان,LUBEKHAN
34346,صغيان,SAGHYAN
34347,هويات,HOUYAT
34348,مرتزو,MARTAZO
34349,زابر,ZABER
34350,شخان,SHAKHAN
34351,منقي,MANKI
34352,ميدو,MEDO
34353,طماطوس,TAMATOUS
34354,بوشك,BOSHK
34355,اتويني,ATWENE
34356,فرزه علي,FARZA ALI
34357,فرا,FRA
34358,سنخان,SANKHAN
34359,موصي,MUSEE
34360,عشكر,ASHKER
34361,فزيه,FAZEAH
34362,العتوي,ALATWEE
34363,نعين,NAEEN
34364,مشلج,MSHLAJ
34365,مجب,MUJB
34366,حريحر,HUREHER
34367,شرافةالله,SHRAFAT ALLAH
34368,صبيري,SUBERE
34369,جوشي,JOSHE
34370,هرك,HURK
34371,سحيج,SUHAEG
34372,ابو الوخ,ABO ALOOKH
34373,خدا كريم,KHUDA KAREEM
34374,جالب,JALIB
34375,جفاد,JAFAD
34376,شموت,SHAMOT
34377,دحا م,DAHAM
34378,بلاشي,BLASHI
34379,بشينة,BASHENAH
34380,زغيون,ZAGHYOON
34381,حجي حسن,HUGE HASSAN
34382,حسبيب,HASEEB
34383,نخينخ,NAKHENAKH
34384,مبوب,MBOOB
34385,الثلاج,AL THALAG
34386,كانص,KANS
34387,عتابه,OTABA
38134,بشيشي,BASHESHE
38135,سبيطي,SABETE
38136,كيوص,KAYUS
38137,كليفان,KULEFAN
38138,تحيدي,TAHEDE
38139,دائر,DAEER
38140,صيعود,SAYOOD
38141,شنيم,SHANEEM
38142,عبداه,ABDAH
38143,عكة,AKA
38144,جيلاني,GELANE
38145,حليشد,HLSHEED
38146,بعيش,BAEESH
38147,كرعوب,KARUOOB
38148,رماحي,RAMAHI
38149,عبدعي,ABDEE
38150,المؤيد,ALMUAEAD
38151,ابوشمخي,ABOSHAMKHE
38152,اوشال,AWSHAL
38153,حمةشريف,HAMA SHARIF
38154,زية,ZAYAH
38155,بالخ,BALEKH
38156,نوري سعيد,NOORY SAAED
38157,حير الله,HERALLAH
38158,جعمل,JAAMEL
38159,كربد,KARBD
38160,عبدالكلظم,ABDULKADHIM
38161,هزيبد,HUZEBED
38162,زوينان,ZWENAN
38163,مكرطان,MUKRTAN
38164,يار ولي,YARWALI
38165,عبدالانيس,ABDULANEES
38166,ممنوع,MAMNUAA
38167,ولي مراد,WALEMURAD
38168,حداب,HUDAB
38169,احنيو,AHNEW
38170,دواني,DAWANE
38171,حممادي,HAMMADI
38172,نضال الدين,NIDHAL ALDEEN
38173,فلات,FLAT
38174,واسل,WASIL
38175,وهرام,WAHRAM
38176,خوداد,KHUDAD
38177,عحيل,AHEEL
38178,ماكو,MAKO
38179,محدامين,MHDAMEEN
